"Cisco Identity Services Engine Log Messages Reference, Release 2.0",,,,
Message Code,Message Class,Message Text,Message Description,Severity
89157,MDM,CMCS authentication failure,ISE is unable to authenticate with the Cisco MDM Cloud Service,ERROR
89158,MDM,APNS server unreachable,ISE is unable to communicate with the Apple Push Notification System (APNS),ERROR
89159,MDM,APNS authentication failure,ISE is unable to authenticate with the Apple Push Notification System (APNS),ERROR
89160,MDM,MDM User Authentication completed,The User Authentication part of mobile device enrollment has completed,INFO
89200,MDM,Invalid payload encountered in in mobile device enrollment request.,Indicates that the enrollment request contains an invalid payload.,Error
89201,MDM,Invalid session encountered in mobile device enrollment request.,Indicates that the enrollment request contains invalid session Information.,Error
89202,MDM,Authentication failure encountered while handling mobile device enrollment request.,Indicates that the enrollment request has failed due to authentication failure.,Error
89203,MDM,Authorization failure encountered while handling mobile device enrollment request.,Indicates that the enrollment request contains invalid authorization Information.,Error
89204,MDM,Authorization failure encountered while handling mobile device enrollment request. The user must uninstall the iOS MDM profile before retrying the enrollment.,Indicates that the enrollment request contains invalid authorization Information. The user must uninstall the iOS MDM profile before retrying the enrollment.,Error
89205,MDM,Internal Error encountered while handling mobile device enrollment request.,Indicates that the enrollment request has failed due to an ISE internal Error.,Error
89206,MDM,Mobile device enrollment attempt has expired.,Indicates that the enrollment attempt did not complete within an acceptable time frame.,Error
89207,MDM,Unsupported mobile device platform encountered while handling enrollment request.,Indicates that the mobile device does not meet the minimum platform version requirements. The platform version is included in the event details.,Error
89208,MDM,Maximum number of authentication attempts has been exceeded.,Indicates that the maximum number of authentication attempts has been exceeded during enrollment.,Error
89209,MDM,Mobile device enrollment request failed due to no matching MDM profile.,Indicates that no MDM profile is configured for this mobile device.,Error
89210,MDM,Mobile device enrollment request failed due to unconfigured MDM trust anchor,Indicates that the MDM trust anchor has not been configured. The device cannot be enrolled.,Error
89211,MDM,Invalid payload encountered in in mobile device check-in request.,Indicates that the check-in request contains an invalid payload.,Error
89212,MDM,Unsupported mobile device platform encountered while handling check-in request.,Indicates that the mobile device does not meet the minimum platform version requirements. The platform version is included in the event details.,Error
89213,MDM,Profile signing failed.,Indicates that the cryptographic signing of the profile via the configured profile signing certificate has failed.,Error
89214,MDM,Profile encryption failed.,Indicates that the cryptographic encryption of the profile has failed.,Error
89215,MDM,Invalid payload encountered while handling profile provisioning request.,Indicates that the profile provisioning request has failed due to an invalid payload being encountered.,Error
89216,MDM,Authorization failure encountered while handling profile provisioning request.,Indicates that the profile provisioning request has failed due to an authorization failure.,Error
89217,MDM,Internal Error encountered while handling profile provisioning request.,Indicates that the profile provisioning request has failed due to an ISE internal Error.,Error
89218,MDM,Profile signing failed due to misconfiguration of the MDM certificate.,Indicates that the cryptographic signing of the profile has failed due to misconfiguration of the MDM certificate chain.,Error
89219,MDM,The application request timed out.,Indicates that the application request has timed out.,Error
89220,MDM,Internal Error encountered while handling application request.,Indicates that the application request has failed due to an ISE internal Error.,Error
89221,MDM,The profile request timed out,Indicates that the profile request has timed out,Error
89222,MDM,Maximum number of token resets exceeded,Indicates the user has exceeded the maximum number of token reset attempts and needs to wait until they can reset their token again,Error
89223,MDM,Failed to send token,Indicates a token could not be sent to the user using the configured SMS or email Information,Error
89224,MDM,Token configurations are incomplete,Indicates token configurations are incomplete. Please ensure SMS or email Information has been configured for the user,Error
90046,Identity Mapping,Identity Mapping internal error,Identity Mapping internal error,ERROR
90047,Identity Mapping,Identity Mapping is now the primary node,Identity Mapping is now the primary node,INFO
90048,Identity Mapping,Identity Mapping is no longer the primary node,Identity Mapping is no longer the primary node,INFO
90049,Identity Mapping,Identity Mapping primary node was elected,Identity Mapping primary node was elected,INFO
90050,Identity Mapping,Identity Mapping primary node is not responsive,Identity Mapping primary node is not responsive,ERROR
90051,Identity Mapping,Identity mapping service started,Identity mapping service started,INFO
90052,Identity Mapping,Keep alive between identity mapping services is unavailable,Keep alive between identity mapping services is unavailable,ERROR
90053,Identity Mapping,Cannot resolve identity mapping service name,Cannot resolve identity mapping service name,ERROR
90054,Identity Mapping,Active identity mapping service is set,Active identity mapping service is set,INFO
90055,Identity Mapping,Standby identity mapping service is set,Standby identity mapping service is set,INFO
90056,Identity Mapping,"Identity mapping service cannot apply configuration, service is unavailable","Identity mapping service cannot apply configuration, service is unavailable",ERROR
90057,Identity Mapping,Identity mapping service applied configuration,Identity mapping service applied configuration,INFO
90058,Identity Mapping,Cannot resolve Domain Controller hostname,Cannot resolve Domain Controller hostname,ERROR
90059,Identity Mapping,Cannot get Domain Controller Windows version,Cannot get Domain Controller Windows version,ERROR
90060,Identity Mapping,Domain Controller Windows version is unsupported,Domain Controller Windows version is unsupported,ERROR
90061,Identity Mapping,Cannot get Domain Controller NetBIOS,Cannot get Domain Controller NetBIOS,ERROR
90062,Identity Mapping,Cannot connect to Domain Controller,Cannot connect to Domain Controller,ERROR
